Version,Subject,Time Step,EnvirInFlow,EnvirOutFlow,UserInFlow,UserOutFlow,AmountInTank,Goal
Non Linear decrease,t76,77,6.901,0.000,0.000,6.910,3.928,4.000
Non Linear decrease,t76,78,6.809,0.000,0.000,6.800,3.936,4.000
Non Linear decrease,t76,79,6.712,0.000,0.000,6.690,3.958,4.000
Non Linear decrease,t76,80,6.611,0.000,0.000,6.580,3.989,4.000
Non Linear decrease,t76,81,6.505,0.000,0.000,6.490,4.005,4.000
Non Linear decrease,t76,82,6.394,0.000,0.000,6.390,4.008,4.000
Non Linear decrease,t76,83,6.276,0.000,0.000,6.280,4.005,4.000
Non Linear decrease,t76,84,6.152,0.000,0.000,6.170,3.987,4.000
Non Linear decrease,t76,85,6.021,0.000,0.000,6.040,3.968,4.000
Non Linear decrease,t76,86,5.880,0.000,0.000,5.890,3.958,4.000
Non Linear decrease,t76,87,5.731,0.000,0.000,5.750,3.939,4.000
Non Linear decrease,t76,88,5.570,0.000,0.000,5.610,3.898,4.000
Non Linear decrease,t76,89,5.396,0.000,0.000,5.480,3.814,4.000
Non Linear decrease,t76,90,5.207,0.000,0.000,5.200,3.821,4.000
Non Linear decrease,t76,91,5.000,0.000,0.000,4.950,3.871,4.000
Non Linear decrease,t76,92,4.771,0.000,0.000,4.750,3.892,4.000
Non Linear decrease,t76,93,4.515,0.000,0.000,4.480,3.928,4.000
Non Linear decrease,t76,94,4.225,0.000,0.000,4.250,3.903,4.000
Non Linear decrease,t76,95,3.891,0.000,0.000,4.050,3.744,4.000
Non Linear decrease,t76,96,3.495,0.000,0.000,3.300,3.939,4.000
Non Linear decrease,t76,97,3.010,0.000,0.000,3.120,3.829,4.000
Non Linear decrease,t76,98,2.386,0.000,0.000,2.600,3.615,4.000
Non Linear decrease,t76,99,1.505,0.000,0.000,2.050,3.070,4.000
Non Linear decrease,t76,100,0.000,0.000,0.000,1.000,2.070,4.000
Non Linear decrease,t78,1,10.000,0.000,2.000,0.000,14.000,4.000
Non Linear decrease,t78,2,9.978,0.000,0.000,12.000,11.978,4.000
Non Linear decrease,t78,3,9.956,0.000,0.000,9.000,12.934,4.000
Non Linear decrease,t78,4,9.934,0.000,0.000,10.000,12.868,4.000
Non Linear decrease,t78,5,9.911,0.000,0.000,19.000,3.780,4.000
Non Linear decrease,t78,6,9.889,0.000,0.000,9.850,3.818,4.000
Non Linear decrease,t78,7,9.866,0.000,0.000,9.864,3.820,4.000
Non Linear decrease,t78,8,9.842,0.000,0.100,9.904,3.858,4.000
Non Linear decrease,t78,9,9.819,0.000,0.000,9.677,4.000,4.000
Non Linear decrease,t78,10,9.795,0.000,0.000,9.790,4.005,4.000
Non Linear decrease,t78,11,9.771,0.000,0.000,9.670,4.107,4.000
Non Linear decrease,t78,12,9.747,0.000,0.000,9.734,4.120,4.000
Non Linear decrease,t78,13,9.722,0.000,0.010,9.856,3.996,4.000
Non Linear decrease,t78,14,9.698,0.000,0.000,9.700,3.994,4.000
Non Linear decrease,t78,15,9.672,0.000,0.010,9.680,3.996,4.000
Non Linear decrease,t78,16,9.647,0.000,0.000,9.650,3.993,4.000
Non Linear decrease,t78,17,9.621,0.000,0.010,9.620,4.004,4.000
Non Linear decrease,t78,18,9.595,0.000,0.000,9.600,4.000,4.000
Non Linear decrease,t78,19,9.569,0.000,0.010,9.580,3.999,4.000
Non Linear decrease,t78,20,9.542,0.000,0.000,9.550,3.991,4.000
Non Linear decrease,t78,21,9.515,0.000,0.010,9.520,3.997,4.000
Non Linear decrease,t78,22,9.488,0.000,0.000,9.500,3.985,4.000
Non Linear decrease,t78,23,9.460,0.000,0.020,9.470,3.995,4.000
Non Linear decrease,t78,24,9.432,0.000,0.000,9.440,3.988,4.000
Non Linear decrease,t78,25,9.404,0.000,0.010,9.410,3.992,4.000
Non Linear decrease,t78,26,9.375,0.000,0.010,9.380,3.997,4.000
Non Linear decrease,t78,27,9.346,0.000,0.000,9.360,3.983,4.000
Non Linear decrease,t78,28,9.317,0.000,0.020,9.330,3.990,4.000
Non Linear decrease,t78,29,9.287,0.000,0.020,9.300,3.997,4.000
Non Linear decrease,t78,30,9.256,0.000,0.000,9.260,3.993,4.000
Non Linear decrease,t78,31,9.225,0.000,0.000,9.230,3.988,4.000
Non Linear decrease,t78,32,9.194,0.000,0.010,9.200,3.993,4.000
Non Linear decrease,t78,33,9.163,0.000,0.020,9.160,4.015,4.000
Non Linear decrease,t78,34,9.130,0.000,0.000,9.130,4.016,4.000
Non Linear decrease,t78,35,9.098,0.000,0.000,9.100,4.013,4.000
Non Linear decrease,t78,36,9.065,0.000,0.000,9.070,4.008,4.000
Non Linear decrease,t78,37,9.031,0.000,0.000,9.020,4.019,4.000
Non Linear decrease,t78,38,8.997,0.000,0.000,9.000,4.016,4.000
Non Linear decrease,t78,39,8.962,0.000,0.000,8.970,4.007,4.000
Non Linear decrease,t78,40,8.927,0.000,0.000,8.930,4.004,4.000
Non Linear decrease,t78,41,8.891,0.000,0.000,8.890,4.005,4.000
Non Linear decrease,t78,42,8.854,0.000,0.000,8.860,3.999,4.000
Non Linear decrease,t78,43,8.817,0.000,0.020,8.810,4.026,4.000
Non Linear decrease,t78,44,8.779,0.000,0.000,8.790,4.016,4.000
Non Linear decrease,t78,45,8.741,0.000,0.000,8.750,4.007,4.000
Non Linear decrease,t78,46,8.702,0.000,0.000,8.700,4.008,4.000
Non Linear decrease,t78,47,8.662,0.000,0.000,8.660,4.010,4.000
Non Linear decrease,t78,48,8.621,0.000,0.000,8.620,4.012,4.000
Non Linear decrease,t78,49,8.580,0.000,0.000,8.580,4.012,4.000
Non Linear decrease,t78,50,8.538,0.000,0.000,8.540,4.010,4.000
Non Linear decrease,t78,51,8.495,0.000,0.000,8.500,4.004,4.000
Non Linear decrease,t78,52,8.451,0.000,0.000,8.450,4.005,4.000
Non Linear decrease,t78,53,8.406,0.000,0.000,8.400,4.012,4.000
Non Linear decrease,t78,54,8.360,0.000,0.000,8.360,4.012,4.000
Non Linear decrease,t78,55,8.314,0.000,0.000,8.320,4.006,4.000
Non Linear decrease,t78,56,8.266,0.000,0.000,8.260,4.012,4.000
Non Linear decrease,t78,57,8.217,0.000,0.000,8.230,3.999,4.000
Non Linear decrease,t78,58,8.167,0.000,0.000,8.180,3.987,4.000
Non Linear decrease,t78,59,8.116,0.000,0.010,8.120,3.993,4.000
Non Linear decrease,t78,60,8.064,0.000,0.010,8.070,3.997,4.000
Non Linear decrease,t78,61,8.010,0.000,0.000,8.010,3.997,4.000
Non Linear decrease,t78,62,7.955,0.000,0.000,7.960,3.992,4.000
Non Linear decrease,t78,63,7.899,0.000,0.000,7.910,3.981,4.000
Non Linear decrease,t78,64,7.841,0.000,0.030,7.840,4.012,4.000
Non Linear decrease,t78,65,7.782,0.000,0.000,7.780,4.014,4.000
Non Linear decrease,t78,66,7.720,0.000,0.000,7.720,4.014,4.000
Non Linear decrease,t78,67,7.657,0.000,0.000,7.660,4.012,4.000
Non Linear decrease,t78,68,7.593,0.000,0.000,7.600,4.004,4.000
Non Linear decrease,t78,69,7.526,0.000,0.000,7.530,4.000,4.000
Non Linear decrease,t78,70,7.457,0.000,0.000,7.470,3.987,4.000
Non Linear decrease,t78,71,7.386,0.000,0.010,7.390,3.992,4.000
Non Linear decrease,t78,72,7.312,0.000,0.010,7.320,3.994,4.000
Non Linear decrease,t78,73,7.236,0.000,0.020,7.240,4.010,4.000
Non Linear decrease,t78,74,7.157,0.000,0.000,7.170,3.997,4.000
Non Linear decrease,t78,75,7.075,0.000,0.000,7.090,3.982,4.000
Non Linear decrease,t78,76,6.990,0.000,0.020,7.000,3.991,4.000
Non Linear decrease,t78,77,6.901,0.000,0.010,6.910,3.993,4.000
Non Linear decrease,t78,78,6.809,0.000,0.010,6.810,4.001,4.000
Non Linear decrease,t78,79,6.712,0.000,0.000,6.720,3.993,4.000
Non Linear decrease,t78,80,6.611,0.000,0.010,6.630,3.984,4.000
Non Linear decrease,t78,81,6.505,0.000,0.030,6.520,4.000,4.000
Non Linear decrease,t78,82,6.394,0.000,0.000,6.410,3.983,4.000
Non Linear decrease,t78,83,6.276,0.000,0.040,6.270,4.030,4.000
Non Linear decrease,t78,84,6.152,0.000,0.000,6.170,4.012,4.000
Non Linear decrease,t78,85,6.021,0.000,0.000,6.030,4.003,4.000
Non Linear decrease,t78,86,5.880,0.000,0.000,5.890,3.993,4.000
Non Linear decrease,t78,87,5.731,0.000,0.020,5.740,4.004,4.000
Non Linear decrease,t78,88,5.570,0.000,0.000,5.580,3.993,4.000
Non Linear decrease,t78,89,5.396,0.000,0.020,5.400,4.009,4.000
Non Linear decrease,t78,90,5.207,0.000,0.000,5.220,3.996,4.000
Non Linear decrease,t78,91,5.000,0.000,0.020,5.020,3.996,4.000
Non Linear decrease,t78,92,4.771,0.000,0.000,4.780,3.987,4.000
Non Linear decrease,t78,93,4.515,0.000,0.020,4.560,3.963,4.000
Non Linear decrease,t78,94,4.225,0.000,0.040,4.260,3.968,4.000
Non Linear decrease,t78,95,3.891,0.000,0.060,4.000,3.919,4.000
Non Linear decrease,t78,96,3.495,0.000,0.100,3.500,4.014,4.000
Non Linear decrease,t78,97,3.010,0.000,0.000,3.090,3.934,4.000
Non Linear decrease,t78,98,2.386,0.000,0.080,2.550,3.850,4.000
Non Linear decrease,t78,99,1.505,0.000,0.200,1.880,3.675,4.000
Non Linear decrease,t78,100,0.000,0.000,0.600,1.000,3.275,4.000
Non Linear decrease,t80,1,10.000,0.000,2.000,0.000,14.000,4.000
Non Linear decrease,t80,2,9.978,0.000,0.000,8.000,15.978,4.000
Non Linear decrease,t80,3,9.956,0.000,0.000,9.000,16.934,4.000
Non Linear decrease,t80,4,9.934,0.000,0.000,10.000,16.868,4.000
Non Linear decrease,t80,5,9.911,0.000,9.000,9.000,26.780,4.000
Non Linear decrease,t80,6,9.889,0.000,0.000,9.000,27.668,4.000
Non Linear decrease,t80,7,9.866,0.000,0.000,0.000,37.534,4.000
Non Linear decrease,t80,8,9.842,0.000,0.000,1.000,46.376,4.000
Non Linear decrease,t80,9,9.819,0.000,8.000,8.000,56.195,4.000
Non Linear decrease,t80,10,9.795,0.000,0.000,13.000,52.990,4.000
Non Linear decrease,t80,11,9.771,0.000,0.000,20.000,42.762,4.000
Non Linear decrease,t80,12,9.747,0.000,0.000,20.000,32.509,4.000
Non Linear decrease,t80,13,9.722,0.000,0.000,20.000,22.231,4.000
Non Linear decrease,t80,14,9.698,0.000,0.000,20.000,11.929,4.000
Non Linear decrease,t80,15,9.672,0.000,0.000,20.000,1.601,4.000
Non Linear decrease,t80,16,9.647,0.000,1.000,0.000,12.248,4.000
Non Linear decrease,t80,17,9.621,0.000,0.000,8.000,13.869,4.000
Non Linear decrease,t80,18,9.595,0.000,0.000,12.000,11.465,4.000
Non Linear decrease,t80,19,9.569,0.000,0.000,8.000,13.034,4.000
Non Linear decrease,t80,20,9.542,0.000,0.000,13.000,9.576,4.000
Non Linear decrease,t80,21,9.515,0.000,0.000,8.000,11.092,4.000
Non Linear decrease,t80,22,9.488,0.000,0.000,13.000,7.580,4.000
Non Linear decrease,t80,23,9.460,0.000,0.000,15.000,2.040,4.000
Non Linear decrease,t80,24,9.432,0.000,0.000,1.000,10.473,4.000
Non Linear decrease,t80,25,9.404,0.000,0.000,18.000,1.877,4.000
Non Linear decrease,t80,26,9.375,0.000,0.000,7.000,4.252,4.000
Non Linear decrease,t80,27,9.346,0.000,0.000,9.000,4.598,4.000
Non Linear decrease,t80,28,9.317,0.000,0.000,10.000,3.915,4.000
Non Linear decrease,t80,29,9.287,0.000,0.000,9.000,4.202,4.000
Non Linear decrease,t80,30,9.256,0.000,0.000,9.500,3.958,4.000
Non Linear decrease,t80,31,9.225,0.000,0.000,9.500,3.683,4.000
Non Linear decrease,t80,32,9.194,0.000,0.000,9.000,3.878,4.000
Non Linear decrease,t80,33,9.163,0.000,0.000,9.000,4.040,4.000
Non Linear decrease,t80,34,9.130,0.000,0.000,9.250,3.921,4.000
Non Linear decrease,t80,35,9.098,0.000,0.000,9.000,4.018,4.000
Non Linear decrease,t80,36,9.065,0.000,0.000,9.000,4.083,4.000
Non Linear decrease,t80,37,9.031,0.000,0.000,9.100,4.014,4.000
Non Linear decrease,t80,38,8.997,0.000,0.000,9.050,3.961,4.000
Non Linear decrease,t80,39,8.962,0.000,0.000,9.000,3.922,4.000
Non Linear decrease,t80,40,8.927,0.000,0.000,9.000,3.849,4.000
Non Linear decrease,t80,41,8.891,0.000,0.000,8.750,3.990,4.000
Non Linear decrease,t80,42,8.854,0.000,0.000,8.750,4.094,4.000
Non Linear decrease,t80,43,8.817,0.000,0.000,8.750,4.161,4.000
Non Linear decrease,t80,44,8.779,0.000,0.000,8.720,4.221,4.000
Non Linear decrease,t80,45,8.741,0.000,0.000,8.200,4.762,4.000
Non Linear decrease,t80,46,8.702,0.000,0.000,9.000,4.463,4.000
Non Linear decrease,t80,47,8.662,0.000,0.000,9.000,4.125,4.000
Non Linear decrease,t80,48,8.621,0.000,0.000,9.000,3.747,4.000
Non Linear decrease,t80,49,8.580,0.000,0.000,8.800,3.527,4.000
Non Linear decrease,t80,50,8.538,0.000,0.000,8.600,3.465,4.000
Non Linear decrease,t80,51,8.495,0.000,0.000,8.300,3.659,4.000
Non Linear decrease,t80,52,8.451,0.000,0.000,8.100,4.010,4.000
Non Linear decrease,t80,53,8.406,0.000,0.000,8.050,4.367,4.000
Non Linear decrease,t80,54,8.360,0.000,0.000,8.100,4.627,4.000
Non Linear decrease,t80,55,8.314,0.000,0.000,8.300,4.641,4.000
Non Linear decrease,t80,56,8.266,0.000,0.000,8.550,4.357,4.000
Non Linear decrease,t80,57,8.217,0.000,0.000,8.550,4.024,4.000
Non Linear decrease,t80,58,8.167,0.000,0.000,8.300,3.892,4.000
Non Linear decrease,t80,59,8.116,0.000,0.000,8.150,3.858,4.000
Non Linear decrease,t80,60,8.064,0.000,0.000,8.100,3.822,4.000
Non Linear decrease,t80,61,8.010,0.000,0.000,7.950,3.882,4.000
Non Linear decrease,t80,62,7.955,0.000,0.000,7.900,3.937,4.000
Non Linear decrease,t80,63,7.899,0.000,0.000,7.850,3.986,4.000
Non Linear decrease,t80,64,7.841,0.000,0.000,7.800,4.027,4.000
Non Linear decrease,t80,65,7.782,0.000,0.000,7.750,4.059,4.000
Non Linear decrease,t80,66,7.720,0.000,0.000,7.700,4.079,4.000
Non Linear decrease,t80,67,7.657,0.000,0.000,7.650,4.087,4.000
Non Linear decrease,t80,68,7.593,0.000,0.000,7.620,4.059,4.000
Non Linear decrease,t80,69,7.526,0.000,0.000,7.500,4.085,4.000
Non Linear decrease,t80,70,7.457,0.000,0.000,7.500,4.042,4.000
Non Linear decrease,t80,71,7.386,0.000,0.000,7.470,3.957,4.000
Non Linear decrease,t80,72,7.312,0.000,0.000,7.320,3.949,4.000
Non Linear decrease,t80,73,7.236,0.000,0.000,7.300,3.885,4.000
Non Linear decrease,t80,74,7.157,0.000,0.000,7.100,3.942,4.000
Non Linear decrease,t80,75,7.075,0.000,0.000,7.000,4.017,4.000
Non Linear decrease,t80,76,6.990,0.000,0.000,6.970,4.036,4.000
Non Linear decrease,t80,77,6.901,0.000,0.000,6.950,3.988,4.000
Non Linear decrease,t80,78,6.809,0.000,0.000,6.860,3.936,4.000
Non Linear decrease,t80,79,6.712,0.000,0.000,6.750,3.898,4.000
Non Linear decrease,t80,80,6.611,0.000,0.000,6.610,3.899,4.000
Non Linear decrease,t80,81,6.505,0.000,0.000,6.480,3.925,4.000
Non Linear decrease,t80,82,6.394,0.000,0.000,6.350,3.968,4.000
Non Linear decrease,t80,83,6.276,0.000,0.000,6.290,3.955,4.000
Non Linear decrease,t80,84,6.152,0.000,0.000,6.180,3.927,4.000
Non Linear decrease,t80,85,6.021,0.000,0.000,6.060,3.888,4.000
Non Linear decrease,t80,86,5.880,0.000,0.000,5.900,3.868,4.000
Non Linear decrease,t80,87,5.731,0.000,0.000,5.700,3.899,4.000
Non Linear decrease,t80,88,5.570,0.000,0.000,5.500,3.968,4.000
Non Linear decrease,t80,89,5.396,0.000,0.000,5.230,4.134,4.000
Non Linear decrease,t80,90,5.207,0.000,0.000,5.100,4.241,4.000
Non Linear decrease,t80,91,5.000,0.000,0.000,5.200,4.041,4.000
Non Linear decrease,t80,92,4.771,0.000,0.000,5.050,3.762,4.000
Non Linear decrease,t80,93,4.515,0.000,0.000,4.650,3.628,4.000
Non Linear decrease,t80,94,4.225,0.000,0.000,4.200,3.653,4.000
Non Linear decrease,t80,95,3.891,0.000,0.000,4.000,3.544,4.000
Non Linear decrease,t80,96,3.495,0.000,0.000,3.450,3.589,4.000
Non Linear decrease,t80,97,3.010,0.000,0.000,3.200,3.399,4.000
Non Linear decrease,t80,98,2.386,0.000,0.000,2.500,3.285,4.000
Non Linear decrease,t80,99,1.505,0.000,0.000,1.500,3.290,4.000
Non Linear decrease,t80,100,0.000,0.000,0.000,0.000,3.290,4.000
Non Linear decrease,t82,1,10.000,0.000,4.000,2.000,14.000,4.000
Non Linear decrease,t82,2,9.978,0.000,1.000,4.000,20.978,4.000
Non Linear decrease,t82,3,9.956,0.000,0.000,6.000,24.934,4.000
Non Linear decrease,t82,4,9.934,0.000,0.000,6.000,28.868,4.000
Non Linear decrease,t82,5,9.911,0.000,0.000,25.000,13.780,4.000
Non Linear decrease,t82,6,9.889,0.000,0.000,8.000,15.668,4.000
Non Linear decrease,t82,7,9.866,0.000,0.000,10.000,15.534,4.000
Non Linear decrease,t82,8,9.842,0.000,0.000,15.000,10.376,4.000
Non Linear decrease,t82,9,9.819,0.000,0.000,6.000,14.195,4.000
Non Linear decrease,t82,10,9.795,0.000,0.000,14.000,9.990,4.000
Non Linear decrease,t82,11,9.771,0.000,0.000,8.000,11.762,4.000
Non Linear decrease,t82,12,9.747,0.000,0.000,11.000,10.509,4.000
Non Linear decrease,t82,13,9.722,0.000,0.000,15.000,5.231,4.000
Non Linear decrease,t82,14,9.698,0.000,3.000,2.000,15.929,4.000
Non Linear decrease,t82,15,9.672,0.000,0.000,20.000,5.601,4.000
Non Linear decrease,t82,16,9.647,0.000,0.000,15.000,0.248,4.000
Non Linear decrease,t82,17,9.621,0.000,5.000,0.000,14.869,4.000
Non Linear decrease,t82,18,9.595,0.000,1.000,18.000,7.465,4.000
Non Linear decrease,t82,19,9.569,0.000,5.000,17.000,5.034,4.000
Non Linear decrease,t82,20,9.542,0.000,4.000,15.000,3.576,4.000
Non Linear decrease,t82,21,9.515,0.000,5.000,14.000,4.092,4.000
Non Linear decrease,t82,22,9.488,0.000,4.500,14.000,4.080,4.000
Non Linear decrease,t82,23,9.460,0.000,4.500,14.000,4.040,4.000
Non Linear decrease,t82,24,9.432,0.000,4.500,14.000,3.973,4.000
Non Linear decrease,t82,25,9.404,0.000,4.750,14.000,4.127,4.000
Non Linear decrease,t82,26,9.375,0.000,4.200,14.000,3.702,4.000
Non Linear decrease,t82,27,9.346,0.000,4.500,14.000,3.548,4.000
Non Linear decrease,t82,28,9.317,0.000,5.500,14.000,4.365,4.000
Non Linear decrease,t82,29,9.287,0.000,3.800,14.000,3.452,4.000
Non Linear decrease,t82,30,9.256,0.000,4.500,13.000,4.208,4.000
Non Linear decrease,t82,31,9.225,0.000,3.910,13.470,3.873,4.000
Non Linear decrease,t82,32,9.194,0.000,4.000,12.100,4.968,4.000
Non Linear decrease,t82,33,9.163,0.000,3.500,14.000,3.630,4.000
Non Linear decrease,t82,34,9.130,0.000,3.800,13.000,3.561,4.000
Non Linear decrease,t82,35,9.098,0.000,4.000,12.000,4.658,4.000
Non Linear decrease,t82,36,9.065,0.000,3.900,14.000,3.623,4.000
Non Linear decrease,t82,37,9.031,0.000,4.000,13.000,3.654,4.000
Non Linear decrease,t82,38,8.997,0.000,4.500,13.000,4.151,4.000
Non Linear decrease,t82,39,8.962,0.000,3.700,13.000,3.812,4.000
Non Linear decrease,t82,40,8.927,0.000,3.900,12.000,4.639,4.000
Non Linear decrease,t82,41,8.891,0.000,3.700,13.000,4.230,4.000
Non Linear decrease,t82,42,8.854,0.000,3.700,13.000,3.784,4.000
Non Linear decrease,t82,43,8.817,0.000,3.700,12.000,4.301,4.000
Non Linear decrease,t82,44,8.779,0.000,3.950,13.090,3.941,4.000
Non Linear decrease,t82,45,8.741,0.000,3.950,12.680,3.952,4.000
Non Linear decrease,t82,46,8.702,0.000,3.950,12.650,3.953,4.000
Non Linear decrease,t82,47,8.662,0.000,3.950,12.610,3.955,4.000
Non Linear decrease,t82,48,8.621,0.000,3.930,12.580,3.927,4.000
Non Linear decrease,t82,49,8.580,0.000,3.940,12.510,3.937,4.000
Non Linear decrease,t82,50,8.538,0.000,3.940,12.480,3.935,4.000
Non Linear decrease,t82,51,8.495,0.000,3.940,12.430,3.939,4.000
Non Linear decrease,t82,52,8.451,0.000,3.940,12.390,3.940,4.000
Non Linear decrease,t82,53,8.406,0.000,3.940,12.350,3.937,4.000
Non Linear decrease,t82,54,8.360,0.000,3.950,12.310,3.937,4.000
Non Linear decrease,t82,55,8.314,0.000,3.950,12.260,3.941,4.000
Non Linear decrease,t82,56,8.266,0.000,3.950,12.210,3.947,4.000
Non Linear decrease,t82,57,8.217,0.000,3.950,12.180,3.934,4.000
Non Linear decrease,t82,58,8.167,0.000,3.950,11.110,4.942,4.000
Non Linear decrease,t82,59,8.116,0.000,3.920,13.110,3.868,4.000
Non Linear decrease,t82,60,8.064,0.000,3.960,11.950,3.942,4.000
Non Linear decrease,t82,61,8.010,0.000,3.940,10.960,4.932,4.000
Non Linear decrease,t82,62,7.955,0.000,3.950,12.900,3.937,4.000
Non Linear decrease,t82,63,7.899,0.000,3.940,11.760,4.016,4.000
Non Linear decrease,t82,64,7.841,0.000,3.940,11.870,3.927,4.000
Non Linear decrease,t82,65,7.782,0.000,3.940,11.720,3.929,4.000
Non Linear decrease,t82,66,7.720,0.000,3.940,11.660,3.929,4.000
Non Linear decrease,t82,67,7.657,0.000,3.940,11.600,3.927,4.000
Non Linear decrease,t82,68,7.593,0.000,3.940,11.540,3.919,4.000
Non Linear decrease,t82,69,7.526,0.000,3.940,11.450,3.935,4.000
Non Linear decrease,t82,70,7.457,0.000,3.940,11.400,3.932,4.000
Non Linear decrease,t82,71,7.386,0.000,3.940,11.330,3.927,4.000
Non Linear decrease,t82,72,7.312,0.000,3.940,11.260,3.919,4.000
Non Linear decrease,t82,73,7.236,0.000,3.940,11.150,3.945,4.000
Non Linear decrease,t82,74,7.157,0.000,3.940,11.110,3.932,4.000
Non Linear decrease,t82,75,7.075,0.000,3.940,11.010,3.937,4.000
Non Linear decrease,t82,76,6.990,0.000,3.940,10.930,3.936,4.000
Non Linear decrease,t82,77,6.901,0.000,3.940,10.850,3.928,4.000
Non Linear decrease,t82,78,6.809,0.000,3.940,10.750,3.926,4.000
Non Linear decrease,t82,79,6.712,0.000,3.940,10.660,3.918,4.000
Non Linear decrease,t82,80,6.611,0.000,3.950,10.550,3.929,4.000
Non Linear decrease,t82,81,6.505,0.000,3.950,10.440,3.945,4.000
Non Linear decrease,t82,82,6.394,0.000,3.950,10.350,3.938,4.000
Non Linear decrease,t82,83,6.276,0.000,3.950,10.210,3.955,4.000
Non Linear decrease,t82,84,6.152,0.000,3.950,10.110,3.947,4.000
Non Linear decrease,t82,85,6.021,0.000,3.950,9.980,3.938,4.000
Non Linear decrease,t82,86,5.880,0.000,3.950,9.840,3.928,4.000
Non Linear decrease,t82,87,5.731,0.000,3.950,9.680,3.929,4.000
Non Linear decrease,t82,88,5.570,0.000,3.950,9.530,3.918,4.000
Non Linear decrease,t82,89,5.396,0.000,3.950,9.340,3.924,4.000
Non Linear decrease,t82,90,5.207,0.000,3.950,9.170,3.911,4.000
Non Linear decrease,t82,91,5.000,0.000,3.950,8.960,3.901,4.000
Non Linear decrease,t82,92,4.771,0.000,3.950,8.700,3.922,4.000
Non Linear decrease,t82,93,4.515,0.000,3.960,8.470,3.928,4.000
Non Linear decrease,t82,94,4.225,0.000,3.950,8.200,3.903,4.000
Non Linear decrease,t82,95,3.891,0.000,3.970,7.830,3.934,4.000
Non Linear decrease,t82,96,3.495,0.000,3.970,7.490,3.909,4.000
Non Linear decrease,t82,97,3.010,0.000,3.970,6.000,4.889,4.000
Non Linear decrease,t82,98,2.386,0.000,3.950,7.500,3.725,4.000
Non Linear decrease,t82,99,1.505,0.000,3.950,5.410,3.770,4.000
Non Linear decrease,t82,100,0.000,0.000,3.950,3.280,4.440,4.000
Non Linear decrease,t83,1,10.000,0.000,2.000,3.000,11.000,4.000
Non Linear decrease,t83,2,9.978,0.000,0.500,0.500,20.978,4.000
Non Linear decrease,t83,3,9.956,0.000,0.000,15.000,15.934,4.000
Non Linear decrease,t83,4,9.934,0.000,0.000,10.000,15.868,4.000
Non Linear decrease,t83,5,9.911,0.000,0.000,25.000,0.780,4.000
Non Linear decrease,t83,6,9.889,0.000,2.000,0.000,12.668,4.000
Non Linear decrease,t83,7,9.866,0.000,14.000,10.000,26.534,4.000
Non Linear decrease,t83,8,9.842,0.000,4.000,20.000,20.376,4.000
Non Linear decrease,t83,9,9.819,0.000,2.000,30.000,2.195,4.000
Non Linear decrease,t83,10,9.795,0.000,2.000,9.820,4.170,4.000
Non Linear decrease,t83,11,9.771,0.000,0.000,9.780,4.162,4.000
Non Linear decrease,t83,12,9.747,0.000,0.000,9.700,4.209,4.000
Non Linear decrease,t83,13,9.722,0.000,0.000,9.600,4.331,4.000
Non Linear decrease,t83,14,9.698,0.000,0.000,10.030,3.999,4.000
Non Linear decrease,t83,15,9.672,0.000,0.000,9.700,3.971,4.000
Non Linear decrease,t83,16,9.647,0.000,0.000,9.488,4.130,4.000
Non Linear decrease,t83,17,9.621,0.000,0.000,9.601,4.150,4.000
Non Linear decrease,t83,18,9.595,0.000,0.000,9.622,4.123,4.000
Non Linear decrease,t83,19,9.569,0.000,0.000,9.728,3.964,4.000
Non Linear decrease,t83,20,9.542,0.000,0.000,9.510,3.996,4.000
Non Linear decrease,t83,21,9.515,0.000,0.000,9.520,3.992,4.000
Non Linear decrease,t83,22,9.488,0.000,0.000,9.614,3.866,4.000
